name,avg_total_playtime
Angelica Weaver: Catch Me When You Can,0.0
Miner Wars Arena,0.0
Nancy Drew: The Deadly Device,0.0
StarDrive,0.0
Eufloria HD,0.0
The Book of Unwritten Tales: The Critter Chronicles,0.0
Mushroom Men: Truffle Trouble,0.0
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,0.0
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,0.0
Rail Adventures - VR Tech Demo,0.0
7 Wonders: Ancient Alien Makeover,0.0
Cut the Rope,0.0
Sea Dogs: To Each His Own - Pirate Open World RPG,0.0
Miner Wars 2081,0.0
Dyad,0.0
Blockscape,0.0
Project Eagle: A 3D Interactive Mars Base,0.0
LocoCycle,0.0
The Game of Life,0.0
PixelJunk Nom Nom Galaxy,0.0
Weird Worlds: Return to Infinite Space,0.0
Escape Dead Island,0.0
Desktop Dungeons,0.0
MUD Motocross World Championship,0.0
Hegemony Rome: The Rise of Caesar,0.0
Dragon's Lair,0.0
March of the Eagles,0.0
Battleship,0.0
A Valley Without Wind 2,0.0
Dungeons & Dragons: Chronicles of Mystara,0.0
Hacker Evolution IMMERSION,0.0
Bientt l't,0.0
Joe Danger,0.0
Armada 2526 Gold Edition,0.0
Incredipede,0.0
Akaneiro: Demon Hunters,0.0
Lords of Football,0.0
DIVO,0.0
Kentucky Route Zero,0.0
Deadfall Adventures,0.0
Thunder Wolves,0.0
Defense Technica,0.0
Air Conflicts: Vietnam,0.0
Kairo,0.0
Tomb Raider - The Final Hours Digital Book,0.0
MARVEL Puzzle Quest,0.0
Shattered Haven,0.0
Driver Fusion - The Best Driver & Device Solution,0.0
The White Laboratory,0.0
Eador: Genesis,0.0
Element4l,0.0
RPG Maker XP,0.0
Bloxitivity,0.0
Cranky Cat,0.0
PAC-MAN MUSEUM,0.0
Blackwell Epiphany,0.0
Jack Keane 2 - The Fire Within,0.0
Frozen Cortex,0.0
Expeditions: Conquistador,0.0
Memento Mori 2,0.0
Edge of Space,0.0
Super Puzzle Platformer Deluxe,0.0
Fist Puncher,0.0
Citadels,0.0
Samurai Gunn,0.0
Hate Plus,0.0
PAC-MAN and the Ghostly Adventures,0.0
Space Ace,0.0
Dragon's Lair 2: Time Warp,0.0
MotoGP13,0.0
Jon Shafer's At the Gates,0.0
Inquisitor,0.0
Kill to Collect,0.0
Vector Thrust,0.0
The Chaos Engine,0.0
Omikron: The Nomad Soul,0.0
FRACT OSC,0.0
Supreme Ruler 1936,0.0
realMyst: Masterpiece Edition,0.0
Aztez,0.0
Foul Play,0.0
Wing IDE 5,0.0
VelocityUltra,0.0
Where is my Heart?,0.0
SpellForce 2 - Demons of the Past,0.0
Disney Epic Mickey 2:  The Power of Two,0.0
Wizardry 6: Bane of the Cosmic Forge,0.0
Wizardry 7: Crusaders of the Dark Savant,0.0
Wizardry 8,0.0
Wayward Manor,0.0
BeatBlasters III,0.0
Jeklynn Heights,0.0
Bombernauts,0.0
Lords of the Black Sun,0.0
InFlux,0.0
Mutant Mudds Deluxe,0.0
Clickteam Fusion 2.5,0.0
Songs2See,0.0
Dino Run DX,0.0
Bridge It +,0.0
Dominions 3: The Awakening,0.0
Dysfunctional Systems: Learning to Manage Chaos,0.0
Ancient Space,0.0
NEStalgia,0.0
A-Train 8,0.0
C-Wars,0.0
Starlight Inception,0.0
Railroad X,0.0
INFRA,0.0
Hive,0.0
Corpse Party,0.0
The Legend of Heroes: Trails in the Sky SC,0.0
Escape Goat,0.0
Dark Matter,0.0
The Inner World,0.0
Heroes of Havoc: Idle Adventures,0.0
Gravity Ghost,0.0
Constant C,0.0
The Impossible Game,0.0
Leadwerks Game Engine,0.0
Stick it to The Man!,0.0
Gimbal,0.0
Lacuna Passage,0.0
DwarfCorp,0.0
Dusty Revenge:Co-Op Edition,0.0
Qbeh-1: The Atlas Cube,0.0
Depths of Fear :: Knossos,0.0
YOU DON'T KNOW JACK Vol. 1 XL,0.0
MouseCraft,0.0
Claire,0.0
Dracula: Love Kills,0.0
McDROID,0.0
Tiny Barbarian DX,0.0
Ravensword: Shadowlands,0.0
Aartform Curvy 3D 3.0,0.0
Duskers,0.0
Obscure,0.0
Obscure II (Obscure: The Aftermath),0.0
Theme Park Studio,0.0
Ground Control Anthology,0.0
Ground Control II: Operation Exodus,0.0
Lords of the Realm III,0.0
MoonBase Commander,0.0
Lords of the Realm,0.0
Pro Cycling Manager 2014,0.0
Escape Goat 2,0.0
Max: The Curse of Brotherhood,0.0
Shadows: Heretic Kingdoms,0.0
Truck Racer,0.0
WRC 4 FIA World Rally Championship,0.0
MXGP - The Official Motocross Videogame,0.0
Secret Files: Sam Peters,0.0
Blast Em!,0.0
Elder Sign: Omens,0.0
Signal Ops,0.0
Riptide GP2,0.0
Eschalon: Book III,0.0
Probability 0,0.0
Adventure Time: Finn and Jake's Epic Quest,0.0
Type:Rider,0.0
Drifter,0.0
Guise Of The Wolf,0.0
Fading Hearts,0.0
YOU DON'T KNOW JACK Vol. 2,0.0
YOU DON'T KNOW JACK Vol. 3,0.0
YOU DON'T KNOW JACK Vol. 4 The Ride,0.0
YOU DON'T KNOW JACK MOVIES,0.0
YOU DON'T KNOW JACK SPORTS,0.0
YOU DON'T KNOW JACK TELEVISION,0.0
YOU DON'T KNOW JACK HEADRUSH,0.0
YOU DON'T KNOW JACK Vol. 6 The Lost Gold,0.0
The Last Tinker: City of Colors,0.0
Marc Eck's Getting Up: Contents Under Pressure,0.0
Shadows: Price For Our Sins Bonus Edition,0.0
Flockers,0.0
Ninja Cats vs Samurai Dogs,0.0
So Many Me,0.0
Gray Matter,0.0
Cold War,0.0
Dark Fall: The Journal,0.0
Dark Fall 2: Lights Out,0.0
Desperados: Wanted Dead or Alive,0.0
Emergency 2014,0.0
Steam Bandits: Outpost,0.0
Lifeless Planet Premier Edition,0.0
Journal,0.0
Holy Avatar vs. Maidens of the Dead,0.0
Humans Must Answer,0.0
Corporate Lifestyle Simulator,0.0
The Real Texas,0.0
Catzilla 4K - Advanced,0.0
The Mysterious Cities of Gold,0.0
Cube & Star: An Arbitrary Love,0.0
Iron Soul,0.0
Trench Run,0.0
Zombeer,0.0
Tsukumogami,0.0
Dead Man's Draw,0.0
CRIMSON ROOM DECADE,0.0
Chuck's Challenge 3D,0.0
Liquid Rhythm,0.0
Tom vs. The Armies of Hell,0.0
Little Racers STREET,0.0
Our Darker Purpose,0.0
Super Turbo Demon Busters!,0.0
Recovery Search & Rescue Simulation,0.0
Smooth Operators,0.0
C-RUSH,0.0
Bot Colony,0.0
Ludwig,0.0
Postmortem: One Must Die (Extended Cut),0.0
Squirt's Adventure,0.0
Signs of Life,0.0
Continue?9876543210,0.0
Driftmoon,0.0
Probably Archery,0.0
Final Rush,0.0
Enola,0.0
EF-12: Fighting Game Maker,0.0
CDF Ghostship,0.0
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,0.0
Brawlout,0.0
Spaceforce Constellations,0.0
Zombie Grinder,0.0
Red Baron Pack,0.0
Wyv and Keep: The Temple of the Lost Idol,0.0
Geekbench 3,0.0
Full Bore,0.0
Vangers,0.0
WazHack,0.0
Mr. Bree+,0.0
Global Outbreak: Doomsday Edition,0.0
Captain Morgane and the Golden Turtle,0.0
Jacob Jones and the Bigfoot Mystery : Episode 1,0.0
Children of Liberty,0.0
A-Men,0.0
Moebius: Empire Rising,0.0
Lost Civilization,0.0
Crazy Machines: Golden Gears,0.0
Even the Ocean,0.0
Frane: Dragons' Odyssey,0.0
Secret Ponchos,0.0
Residue: Final Cut,0.0
The Sandbox,0.0
Ether One,0.0
Worlds of Magic,0.0
Rogue's Tale,0.0
Starlite: Astronaut Rescue - Developed in Collaboration with NASA,0.0
Astral Terra,0.0
Last Dream,0.0
Procyon,0.0
Gridiron Solitaire,0.0
Ethan: Meteor Hunter,0.0
Calibre 10 Racing,0.0
Lili: Child of Geos - Complete Edition,0.0
The Labyrinth of Time,0.0
Star Swarm Stress Test,0.0
Line Of Defense Tactics - Tactical Advantage,0.0
Beware Planet Earth,0.0
Airport Simulator 2014,0.0
Realms of Arkania 1 - Blade of Destiny Classic,0.0
Ground Pounders,0.0
Hyper Fighters,0.0
Meltdown,0.0
Let's Sing,0.0
High Strangeness,0.0
Krautscape,0.0
Panzer Corps,0.0
Orc Attack: Flatulent Rebellion,0.0
The Memory of Eldurim,0.0
Treasure Adventure World,0.0
Paranormal State: Poison Spring,0.0
Masters of the World - Geopolitical Simulator 3,0.0
Malevolence: The Sword of Ahkranox,0.0
You Are Not The Hero,0.0
The Dishwasher: Vampire Smile,0.0
The Yawhg,0.0
Super Motherload,0.0
Luxuria Superbia,0.0
Sports Bar VR,0.0
Edge Of Eternity,0.0
Aces Wild: Manic Brawling Action!,0.0
Montas,0.0
Burning Cars,0.0
MorphVOX Pro - Voice Changer,0.0
Voice of Pripyat,0.0
Claustrophobia: The Downward Struggle,0.0
Arcane Worlds,0.0
A Mass of Dead,0.0
Dex,0.0
BADLAND: Game of the Year Edition,0.0
RymdResa,0.0
The Golf Club,0.0
Infinite Space III: Sea of Stars,0.0
Snow Horse,0.0
Quest of Dungeons,0.0
The Girl and the Robot,0.0
Block Story,0.0
The Gallery - Episode 1: Call of the Starseed,0.0
1HEART,0.0
Prominence,0.0
Dominique Pamplemousse,0.0
I Want To Be Human,0.0
Cypress Inheritance: The Beginning,0.0
EPOCH,0.0
Long Night,0.0
Mage's Initiation: Reign of the Elements,0.0
Realms of Arkania 2 - Star Trail Classic,0.0
Realms of Arkania 3 - Shadows over Riva Classic,0.0
Etherlords II,0.0
Global ATC Simulator,0.0
Worms World Party Remastered,0.0
Ski Region Simulator - Gold Edition,0.0
Industry Giant 2,0.0
Transport Giant,0.0
Hexcells Plus,0.0
Dreamscape,0.0
Aveyond 3-1: Lord of Twilight,0.0
Detective Grimoire,0.0
Serious Sam's Bogus Detour,0.0
GAUGE,0.0
The Last Federation,0.0
Descent,0.0
Descent 2,0.0
Descent 3,0.0
Descent: FreeSpace  The Great War,0.0
Freespace 2,0.0
Extreme Roads USA,0.0
Formula Truck 2013,0.0
Agricultural Simulator 2012: Deluxe Edition,0.0
Forestry 2017 - The Simulation,0.0
Mining & Tunneling Simulator,0.0
Aviator - Bush Pilot,0.0
Stock Car Extreme,0.0
Ski-World Simulator,0.0
Snowcat Simulator,0.0
Arctic Trucker Simulator,0.0
Warehouse and Logistics Simulator,0.0
Mechs & Mercs: Black Talons,0.0
Ship Simulator: Maritime Search and Rescue,0.0
Drox Operative,0.0
868-HACK,0.0
Jet Car Stunts,0.0
Tech Executive Tycoon,0.0
Alone in the Dark: Illumination,0.0
Costume Quest 2,0.0
Graviteam Tactics: Operation Star,0.0
Victorian Admirals,0.0
Anmynor Puzzles,0.0
Sentinel 3: Homeworld,0.0
Summoner,0.0
"Warhammer 40,000: Kill Team",0.0
7 Wonders of the Ancient World,0.0
7 Wonders: Magical Mystery Tour,0.0
My Best Friends - Cats & Dogs,0.0
My Vet Practice - In the Country,0.0
My Riding Stables: Your Horse world,0.0
My Riding Stables: Life with Horses,0.0
Riding Star - Horse Championship!,0.0
My Pet Hotel,0.0
My Pet Hotel 2,0.0
Kingdom Tales,0.0
Tales From The Dragon Mountain 2: The Lair,0.0
Tango Fiesta,0.0
Fritz Chess 14,0.0
Dwelvers,0.0
Return to Mysterious Island,0.0
Return to Mysterious Island 2,0.0
VIDEOBALL,0.0
Shiny The Firefly,0.0
Albedo: Eyes from Outer Space,0.0
Tales From The Dragon Mountain: The Strix,0.0
Where Angels Cry,0.0
Assassin's Creed Freedom Cry,0.0
Panzer Tactics HD,0.0
Kult: Heretic Kingdoms,0.0
On Rusty Trails,0.0
Mars Colony:Challenger,0.0
Spider: Rite of the Shrouded Moon,0.0
Aveyond 3-2: Gates of Night,0.0
A-Train 9 V4.0 : Japan Rail Simulator,0.0
Labyrinthine Dreams,0.0
Heroes of Legionwood,0.0
Spaceforce Homeworld,0.0
9th Dawn II,0.0
Making History: The Great War,0.0
Gardens Inc.  From Rakes to Riches,0.0
Joe Dever's Lone Wolf HD Remastered,0.0
IHF Handball Challenge 14,0.0
Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,0.0
Rage Runner,0.0
Dracula 4 and  5 - Special Steam Edition,0.0
Devil's Dare,0.0
Soul Axiom,0.0
Infinity Runner,0.0
The Book of Unwritten Tales 2,0.0
Bridge Constructor Playground,0.0
Gunjitsu,0.0
A Wizard's Lizard,0.0
Uprising44: The Silent Shadows,0.0
Pulstar,0.0
KRUNCH,0.0
BloodLust Shadowhunter,0.0
Krita,0.0
Imagine Earth,0.0
Foosball - Street Edition,0.0
Ghostship Aftermath,0.0
Adventure Chronicles: The Search For Lost Treasure,0.0
Desert Gunner,0.0
Mashed,0.0
US and THEM,0.0
Ubersoldier II,0.0
Clans,0.0
Disciples Sacred Lands Gold,0.0
D.W.A.R.F.S.,0.0
Wings Over Europe,0.0
Explodemon,0.0
4PM,0.0
Woolfe - The Red Hood Diaries,0.0
MX vs. ATV Supercross Encore,0.0
Sid Meier's Starships,0.0
SuperPower 2 Steam Edition,0.0
Castlevania: Lords of Shadow  Mirror of Fate HD,0.0
Star Ruler 2,0.0
The Battle of Sol,0.0
LOST ORBIT,0.0
Warring States,0.0
Stick 'Em Up 2: Paper Adventures,0.0
Masterspace,0.0
Super Chibi Knight,0.0
House of the Dying Sun,0.0
The Samaritan Paradox,0.0
Soulbringer,0.0
Desert Thunder,0.0
Eurofighter Typhoon,0.0
Marine Sharpshooter II: Jungle Warfare,0.0
CT Special Forces: Fire for Effect,0.0
Zooloretto,0.0
The Secret Of Hildegards,0.0
IHF Handball Challenge 12,0.0
Munich Bus Simulator,0.0
New York Bus Simulator,0.0
World of Subways 2  Berlin Line 7,0.0
World of Subways 3  London Underground Circle Line,0.0
Putt-Putt Joins the Parade,0.0
Freddi Fish and the Case of the Missing Kelp Seeds,0.0
Pajama Sam: No Need to Hide When It's Dark Outside,0.0
"\"Spy Fox in \"\"Dry Cereal\"\"\"",0.0
Putt-Putt and Pep's Balloon-o-Rama,0.0
Freddi Fish and Luther's Maze Madness,0.0
Sanitarium,0.0
Unclaimed World,0.0
Majestic Nights,0.0
Robot Rescue Revolution,0.0
Maize,0.0
PANORAMICAL,0.0
Cornerstone: The Song of Tyrim,0.0
DeadCore,0.0
Abyss: The Wraiths of Eden,0.0
Enigmatis: The Ghosts of Maple Creek,0.0
Enigmatis 2: The Mists of Ravenwood,0.0
Nightmares from the Deep 2: The Siren`s Call,0.0
Left in the Dark: No One on Board,0.0
Purgatory: War of the Damned,0.0
Project Root,0.0
GearCity,0.0
Kingdom Elemental,0.0
On The Road,0.0
Deadly Sin 2,0.0
Hard Truck Apocalypse / Ex Machina,0.0
Sledgehammer / Gear Grinder,0.0
Galactic Command Echo Squad SE,0.0
Kitty Powers' Matchmaker,0.0
Pier Solar and the Great Architects,0.0
Dog Sled Saga,0.0
Steel Armor: Blaze of War,0.0
Algo Bot,0.0
Strata,0.0
Rover Rescue,0.0
Black Mirror II,0.0
Black Mirror III,0.0
Viking Brothers,0.0
Gunship!,0.0
Zoo Empire,0.0
Shadow Ops: Red Mercury,0.0
Falcon A.T.,0.0
Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,0.0
Disney Planes,0.0
Crouching Pony Hidden Dragon,0.0
Wildlife Park 3,0.0
Pandora: First Contact,0.0
Sunset,0.0
The Council,0.0
The Witch's Yarn,0.0
Derrick the Deathfin,0.0
TY the Tasmanian Tiger 4,0.0
Pro Pinball Ultra,0.0
Yomi,0.0
Oncoming Death Steam Edition,0.0
Rex Rocket,0.0
Actual Sunlight,0.0
MechRunner,0.0
Dungeonmans,0.0
Jack Nicklaus Perfect Golf,0.0
Backstage Pass,0.0
Conflicks - Revolutionary Space Battles,0.0
liteCam HD 5.0: Screen/Stream Capture,0.0
Strike Suit Zero: Director's Cut,0.0
Black Rainbow,0.0
Kingdom Tales 2,0.0
Sharpe Investigations: Death on the Seine,0.0
HTR+ Slot Car Simulation,0.0
Myths Of Orion: Light From The North,0.0
Sudokuball Detective,0.0
Demolition Master 3D,0.0
Hotel Collectors Edition,0.0
White Haven Mysteries,0.0
Voodoo Whisperer Curse of a Legend,0.0
Haunted Past: Realm of Ghosts,0.0
Realms of Arkania: Star Trail,0.0
Pineview Drive,0.0
The Charnel House Trilogy,0.0
Dark Lore Mysteries: The Hunt For Truth,0.0
Shannon Tweed's Attack Of The Groupies,0.0
A.I.M.2 Clan Wars,0.0
Ascension to the Throne,0.0
Perimeter: Emperor's Testament,0.0
Dreamscapes: The Sandman - Premium Edition,0.0
El Matador,0.0
Faces of War,0.0
"Fairy Tale About Father Frost, Ivan and Nastya",0.0
Freight Tycoon Inc.,0.0
Konung 2,0.0
Konung 3: Ties of the Dynasty,0.0
RC Cars,0.0
The Tomorrow War,0.0
UFO: Aftershock,0.0
Aggression: Europe Under Fire,0.0
Marauder,0.0
Dracula: The Resurrection,0.0
Dracula 2: The Last Sanctuary,0.0
Dracula 3: The Path of the Dragon,0.0
Glitchspace,0.0
Volt,0.0
Micron,0.0
Legionwood 2: Rise of the Eternal's Realm - Director's Cut,0.0
Onigiri,0.0
The Flock,0.0
GNOG,0.0
Colossal Kaiju Combat: Kaijuland Battles,0.0
Steam Squad,0.0
1849,0.0
Flower Shop: Summer In Fairbrook,0.0
Always Remember Me,0.0
Planet Stronghold,0.0
Slip,0.0
Heroes of Steel RPG,0.0
Jumpdrive,0.0
Vitrum,0.0
Motte Island,0.0
Lost Marbles,0.0
Smugglers 5,0.0
Growing Pains,0.0
Mirror Mysteries,0.0
Mirror Mysteries 2,0.0
Empathy: Path of Whispers,0.0
The Lost Crown,0.0
The Last Crown: Midnight Horror,0.0
Firefighters 2014,0.0
Elminage Gothic,0.0
Titanfall - The Final Hours,0.0
Rube Works: The Official Rube Goldberg Invention Game,0.0
UFO: Aftermath,0.0
Game Character Hub,0.0
"\"Spy Fox 2 \"\"Some Assembly Required\"\"\"",0.0
"\"Spy Fox 3 \"\"Operation Ozone\"\"\"",0.0
Spy Fox In: Cheese Chase,0.0
Spy Fox In: Hold the Mustard,0.0
Panzer Elite Action Gold Edition,0.0
Princess Isabella,0.0
Princess Isabella - Return of the Curse,0.0
Pajama Sam 2: Thunder And Lightning Aren't So Frightening,0.0
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,0.0
Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,0.0
Pajama Sam's Sock Works,0.0
Pajama Sam's Lost & Found,0.0
Robin's Quest,0.0
NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),0.0
AntharioN,0.0
Sentinel,0.0
H-Hour: World's Elite,0.0
The Good Life,0.0
Epic Space,0.0
Heldric - The legend of the shoemaker,0.0
I Shall Remain,0.0
Carnivores: Dinosaur Hunter Reborn,0.0
Arson and Plunder: Unleashed,0.0
TRI: Of Friendship and Madness,0.0
Cinders,0.0
Dark Raid,0.0
Road Not Taken,0.0
White Noise Online,0.0
Pivvot,0.0
Spirited Heart Deluxe,0.0
Spice Road,0.0
Baron Wittard: Nemesis of Ragnarok,0.0
Aaru's Awakening,0.0
They Breathe,0.0
A-Men 2,0.0
Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,0.0
Escape The Lost Kingdom: The Forgotten Pharaoh,0.0
Fenix Rage,0.0
Freddi Fish 2: The Case of the Haunted Schoolhouse,0.0
Freddi Fish 3: The Case of the Stolen Conch Shell,0.0
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,0.0
Freddi Fish 5: The Case of the Creature of Coral Cove,0.0
Freddi Fish and Luther's Water Worries,0.0
Wars and Warriors: Joan of Arc,0.0
Putt-Putt Goes to the Moon,0.0
Putt-Putt Travels Through Time,0.0
Putt-Putt Enters the Race,0.0
Putt-Putt Joins the Circus,0.0
Putt-Putt: Pep's Birthday Surprise,0.0
Putt-Putt and Pep's Dog on a Stick,0.0
Putt-Putt and Fatty Bear's Activity Pack,0.0
Marine Park Empire,0.0
Haegemonia: Legions of Iron,0.0
Haegemonia: The Solon Heritage,0.0
RECYCLE,0.0
Stranded,0.0
Schrdingers Cat And The Raiders Of The Lost Quark,0.0
Hero Generations,0.0
Inescapable,0.0
Defense Zone 2,0.0
Streng Check,0.0
Hive Jump,0.0
The Floor is Jelly,0.0
Rogue Shooter: The FPS Roguelike,0.0
Vlad the Impaler,0.0
The Dungeoning,0.0
Olympia Rising,0.0
Evopollution,0.0
NeonXSZ,0.0
Qasir al-Wasat: International Edition,0.0
G-Ball,0.0
Iron Storm,0.0
Brigade E5: New Jagged Union,0.0
Farm Frenzy 4,0.0
The Promised Land,0.0
TownCraft,0.0
Coldfire Keep,0.0
Niko: Through The Dream,0.0
Lords of Xulima,0.0
Draconian Wars,0.0
Viktor,0.0
ThunderWheels,0.0
Al Emmo and the Lost Dutchman's Mine,0.0
Neon Shadow,0.0
Freaking Meatbags,0.0
Nicolas Eymerich The Inquisitor Book II : The Village,0.0
Navpoint,0.0
Cosmic DJ,0.0
Detective Case and Clown Bot in: Murder in the Hotel Lisbon,0.0
Pro Wrestling X,0.0
Arcadecraft,0.0
The Old City: Leviathan,0.0
Hero of Many,0.0
Trace Vector,0.0
Zombies on a Plane,0.0
Xsyon - Prelude,0.0
Spy Chameleon - RGB Agent,0.0
Warrior Kings,0.0
Monsters Ate My Birthday Cake,0.0
Rocko's Quest,0.0
Corpse of Discovery,0.0
Overruled!,0.0
Escape The Museum,0.0
Total Annihilation,0.0
Master of Orion,0.0
Rhiannon: Curse of the Four Branches,0.0
Terraformer Expedition to Mars,0.0
XenoRaptor,0.0
FLASHOUT 2,0.0
Reef Shot,0.0
Dreii,0.0
Victory At Sea,0.0
Captain Forever Remix,0.0
Rock Boshers DX: Directors Cut,0.0
Millennium 3 - Cry Wolf,0.0
Millennium 4 - Beyond Sunset,0.0
Millennium 5 - The Battle of the Millennium,0.0
Darkness Within 1: In Pursuit of Loath Nolder,0.0
Darkness Within 2: The Dark Lineage,0.0
Runaway Express Mystery,0.0
Blood: One Unit Whole Blood,0.0
Blood II: The Chosen + Expansion,0.0
Warrior Kings: Battles,0.0
Cosplay Maker,0.0
Back To Life 2,0.0
Theatre Of The Absurd,0.0
Empress Of The Deep,0.0
Empress Of The Deep 2: Song Of The Blue Whale,0.0
Vault Cracker,0.0
Millionaire Manor,0.0
European Ship Simulator,0.0
Masquerade: The Baubles of Doom,0.0
XING: The Land Beyond,0.0
CubeGun,0.0
Rooks Keep,0.0
Heroes Rise: The Prodigy,0.0
Abducted,0.0
Dragon Fin Soup,0.0
6180 the moon,0.0
Tengami,0.0
Noir Syndrome,0.0
The Land of Eyas,0.0
Paradigm Shift,0.0
Forgotten Myths CCG,0.0
GET EVEN,0.0
ADR1FT,0.0
Bridge!,0.0
Planetoid Pioneers,0.0
Adventurezator: When Pigs Fly,0.0
The Few,0.0
Lemma,0.0
Evil Pumpkin: The Lost Halloween,0.0
Them - The Summoning,0.0
Pure Pool,0.0
Flyhunter Origins,0.0
Pure Chess Grandmaster Edition,0.0
JUJU,0.0
Hippocampal: The White Sofa,0.0
Monster Challenge Circus,0.0
Night Shift,0.0
The Treasures of Montezuma 4,0.0
Legends of Persia,0.0
SPORT1 Live : Duel,0.0
Gardens Inc. 2: The Road to Fame,0.0
Chicken Invaders 4,0.0
Kill Fun Yeah,0.0
Date Warp,0.0
Third Eye Crime,0.0
Electronic Super Joy: Groove City,0.0
BOMB: Who let the dogfight?,0.0
Battlezone 98 Redux,0.0
Salammb: Battle for Carthage,0.0
Cobi Treasure Deluxe,0.0
DisneyPixar Brave: The Video Game,0.0
War of the Human Tanks - ALTeR,0.0
War of the Human Tanks - Limited Operations,0.0
Disney Pirates of the Caribbean: At Worlds End,0.0
School Bus Fun,0.0
Trucks & Trailers,0.0
The Egyptian Prophecy: The Fate of Ramses,0.0
Voyage: Journey to the Moon,0.0
Chernobyl Commando,0.0
Truffle Saga,0.0
Infinite Game Works Episode 0,0.0
Storm over the Pacific,0.0
Tex Murphy: Mean Streets,0.0
Tex Murphy: Martian Memorandum,0.0
Tex Murphy: Under a Killing Moon,0.0
Tex Murphy: The Pandora Directive,0.0
Tex Murphy: Overseer,0.0
Necronomicon: The Dawning of Darkness,0.0
Roadside Assistance Simulator,0.0
I Am Vegend - Zombiegeddon,0.0
Battle Mages,0.0
Ballad of Solar,0.0
Dangerous,0.0
Namariel Legends: Iron Lord Premium Edition,0.0
Divinia Chronicles: Relics of Gan-Ti,0.0
Stained,0.0
The House,0.0
Radiant Defense,0.0
TRISTOY,0.0
OZMAFIA!!,0.0
The House in Fata Morgana,0.0
Concursion,0.0
Rush for Glory,0.0
Dungeons: The Eye of Draconus,0.0
Sentris,0.0
Adventures of Pip,0.0
Hidden in Plain Sight,0.0
Suicide Guy,0.0
FATE: The Traitor Soul,0.0
Motorcycle Club,0.0
Machines At War 3,0.0
Blinding Dark,0.0
Triblaster,0.0
Time of Fury,0.0
CAPSULE,0.0
Bloodbath,0.0
Kick-Ass 2,0.0
Bloonz Toonz,0.0
Heroes Rise: The Hero Project,0.0
Wildlife Park 2,0.0
FreakOut: Extreme Freeride,0.0
CITYCONOMY: Service for your City,0.0
Voodoo Chronicles: The First Sign HD - Directors Cut Edition,0.0
TesserAct,0.0
Worlds,0.0
Sky Gamblers: Storm Raiders,0.0
Castaway Paradise - Town Building Sim,0.0
Toxic Bunny HD,0.0
Blue Estate The Game,0.0
World War 2: Time of Wrath,0.0
FranknJohn,0.0
Heileen 2: The Hands Of Fate,0.0
Heileen 3: New Horizons,0.0
Trapped Dead: Lockdown,0.0
Shattered Planet,0.0
Infect and Destroy,0.0
Infinite Scuba,0.0
Heroes of Issachar,0.0
Pitiri 1977,0.0
Redirection,0.0
Echo of the Wilds,0.0
POP: Methodology Experiment One,0.0
Cute Things Dying Violently,0.0
Shallow Space,0.0
AutoTileGen,0.0
Leona's Tricky Adventures,0.0
Another Perspective,0.0
Project AURA,0.0
Dragon: The Game,0.0
Super Dungeon Bros,0.0
The Happy Hereafter,0.0
World of Subways 1  The Path,0.0
Oblitus,0.0
Wildlife Park 2 - Crazy Zoo,0.0
